stn    time           rre150d0
AMW    19521127            1.9
AMW    19521128            0.0
AMW    19521129            0.0
AMW    19521130            4.0
AMW    19521201           24.5
AMW    19521202            6.8
AMW    19521203            5.1
AMW    19521204            1.2
AMW    19521205            0.0
AMW    19521206            0.0
AMW    19521207            0.0
AMW    19521208            0.0
AMW    19521209            0.0
AMW    19521210            0.0
AMW    19521211            0.8
AMW    19521212            0.8
AMW    19521213            4.6
AMW    19521214            1.9
AMW    19521215            0.0
AMW    19521216            1.1
AMW    19521217           21.4
AMW    19521218            1.1
AMW    19521219            1.1
AMW    19521220            6.8
AMW    19521221            2.9
AMW    19521222            0.5
AMW    19521223            5.0
AMW    19521224            1.4
AMW    19521225            1.3
AMW    19521226            0.0
AMW    19521227            4.0
AMW    19521228            0.0
AMW    19521229            0.0
AMW    19521230            0.0
AMW    19521231            0.0
AMW    19530101            0.0
AMW    19530102            3.9
AMW    19530103            0.0
AMW    19530104            0.0
AMW    19530105            4.9
AMW    19530106            2.4
AMW    19530107            0.8
AMW    19530108            0.0
AMW    19530109            2.6
AMW    19530110            2.2
AMW    19530111            0.5
AMW    19530112            0.0
AMW    19530113            0.0
AMW    19530114            0.0
AMW    19530115            0.0
AMW    19530116            0.0
AMW    19530117            0.0
AMW    19530118            0.0
AMW    19530119            0.8
AMW    19530120            0.0
AMW    19530121            0.0
AMW    19530122            0.0
AMW    19530123            0.0
AMW    19530124            0.0
AMW    19530125            5.9
AMW    19530126            0.0
AMW    19530127            0.0
AMW    19530128            0.0
AMW    19530129            0.0
AMW    19530130            0.0
AMW    19530131            2.3
AMW    19530201            5.8
AMW    19530202            8.6
AMW    19530203            1.6
AMW    19530204            0.0
AMW    19530205            0.6
AMW    19530206            1.0
AMW    19530207            2.8
AMW    19530208            0.0
AMW    19530209            1.9
AMW    19530210            4.6
AMW    19530211            0.0
AMW    19530212            0.0
AMW    19530213            0.0
AMW    19530214            0.0
AMW    19530215            0.0
AMW    19530216            0.0
AMW    19530217            0.0
AMW    19530218            3.6
AMW    19530219            0.0
AMW    19530220            0.0
AMW    19530221            0.0
AMW    19530222            0.0
AMW    19530223            0.0
AMW    19530224            0.0
AMW    19530225            0.0
AMW    19530226            0.0
AMW    19530227            0.0
AMW    19530228            0.0
AMW    19530301            0.0
AMW    19530302            0.0
AMW    19530303            0.0
AMW    19530304            0.0
AMW    19530305            0.0
AMW    19530306            0.0
AMW    19530307            0.0
AMW    19530308            0.0
AMW    19530309            0.0
AMW    19530310            0.0
AMW    19530311            0.8
AMW    19530312            0.1
AMW    19530313            0.0
AMW    19530314            0.0
AMW    19530315            0.0
AMW    19530316            0.0
AMW    19530317            0.0
AMW    19530318            0.0
AMW    19530319            0.0
AMW    19530320            0.0
AMW    19530321            0.0
AMW    19530322            0.0
AMW    19530323            0.0
AMW    19530324            0.0
AMW    19530325            0.0
AMW    19530326            0.0
AMW    19530327            0.6
AMW    19530328            0.0
AMW    19530329            0.0
AMW    19530330            0.2
AMW    19530331            0.0
AMW    19530401            0.4
AMW    19530402            0.0
AMW    19530403            0.0
AMW    19530404            3.8
AMW    19530405            0.0
AMW    19530406            1.8
AMW    19530407            0.0
AMW    19530408            0.0
AMW    19530409            6.3
AMW    19530410            9.3
AMW    19530411            0.0
AMW    19530412            0.0
AMW    19530413            7.7
AMW    19530414           15.5
AMW    19530415           10.1
AMW    19530416            0.6
AMW    19530417            0.0
AMW    19530418            0.0
AMW    19530419            0.0
AMW    19530420            0.0
AMW    19530421            0.0
AMW    19530422            0.0
AMW    19530423            0.7
AMW    19530424            0.0
AMW    19530425            0.0
AMW    19530426            0.0
AMW    19530427           10.3
AMW    19530428            5.2
AMW    19530429            1.4
AMW    19530430            0.0
AMW    19530501            0.0
AMW    19530502            0.0
AMW    19530503            0.0
AMW    19530504            0.0
AMW    19530505            0.0
AMW    19530506            0.0
AMW    19530507            2.5
AMW    19530508            0.0
AMW    19530509            8.5
AMW    19530510            1.1
AMW    19530511            0.0
AMW    19530512            2.3
AMW    19530513            0.0
AMW    19530514            4.8
AMW    19530515            0.0
AMW    19530516            0.0
AMW    19530517            0.0
AMW    19530518            0.9
AMW    19530519            0.0
AMW    19530520            0.0
AMW    19530521            1.1
AMW    19530522            4.8
AMW    19530523           11.3
AMW    19530524            0.0
AMW    19530525            0.0
AMW    19530526            4.1
AMW    19530527           42.8
AMW    19530528            9.8
AMW    19530529            4.2
AMW    19530530           26.8
AMW    19530531            5.5
AMW    19530601           16.1
AMW    19530602            3.9
AMW    19530603            3.5
AMW    19530604            0.0
AMW    19530605            0.0
AMW    19530606            0.0
AMW    19530607           13.6
AMW    19530608            0.0
AMW    19530609            1.0
AMW    19530610            2.8
AMW    19530611            0.6
AMW    19530612            2.8
AMW    19530613            4.0
AMW    19530614            5.8
AMW    19530615           14.4
AMW    19530616            0.7
AMW    19530617            5.4
AMW    19530618           14.5
AMW    19530619            0.0
AMW    19530620            0.0
AMW    19530621           11.5
AMW    19530622            1.0
AMW    19530623            7.4
AMW    19530624            6.9
AMW    19530625           19.5
AMW    19530626           11.7
AMW    19530627           13.6
AMW    19530628            0.0
AMW    19530629            0.0
AMW    19530630            0.0
AMW    19530701            2.9
AMW    19530702            5.8
AMW    19530703            2.0
AMW    19530704           15.8
AMW    19530705            7.1
AMW    19530706            0.0
AMW    19530707            0.0
AMW    19530708            0.4
AMW    19530709           14.1
AMW    19530710            7.4
AMW    19530711            0.0
AMW    19530712            1.7
AMW    19530713            9.6
AMW    19530714            2.0
AMW    19530715            0.0
AMW    19530716            0.0
AMW    19530717            0.3
AMW    19530718           16.7
AMW    19530719            1.5
AMW    19530720            0.0
AMW    19530721            0.0
AMW    19530722            0.0
AMW    19530723           11.0
AMW    19530724            0.0
AMW    19530725            0.5
AMW    19530726            5.7
AMW    19530727            1.0
AMW    19530728            0.0
AMW    19530729           13.3
AMW    19530730            4.2
AMW    19530731            2.9
AMW    19530801            0.2
AMW    19530802            1.9
AMW    19530803            6.1
AMW    19530804            0.0
AMW    19530805            2.7
AMW    19530806            9.6
AMW    19530807            0.0
AMW    19530808            0.0
AMW    19530809            0.0
AMW    19530810            0.0
AMW    19530811            0.0
AMW    19530812            0.0
AMW    19530813            0.0
AMW    19530814            0.0
AMW    19530815            0.0
AMW    19530816            8.0
AMW    19530817            0.0
AMW    19530818            0.0
AMW    19530819            0.0
AMW    19530820            0.0
AMW    19530821            3.2
AMW    19530822            3.5
AMW    19530823            0.0
AMW    19530824            7.0
AMW    19530825            6.9
AMW    19530826            0.0
AMW    19530827            0.0
AMW    19530828            0.0
AMW    19530829            0.0
AMW    19530830            0.0
AMW    19530831            0.0
AMW    19530901            0.0
AMW    19530902            0.0
AMW    19530903            0.0
AMW    19530904            0.0
AMW    19530905            0.0
AMW    19530906            0.0
AMW    19530907            0.0
AMW    19530908            0.0
AMW    19530909            0.0
AMW    19530910            6.3
AMW    19530911            2.4
AMW    19530912            0.0
AMW    19530913            0.0
AMW    19530914            0.0
AMW    19530915            0.0
AMW    19530916            0.0
AMW    19530917            0.0
AMW    19530918            0.0
AMW    19530919           12.6
AMW    19530920            7.3
AMW    19530921            5.3
AMW    19530922            0.0
AMW    19530923            9.5
AMW    19530924            1.7
AMW    19530925            0.0
AMW    19530926            0.2
AMW    19530927            0.3
AMW    19530928            9.7
AMW    19530929            0.0
AMW    19530930            0.0
AMW    19531001            0.0
AMW    19531002            0.0
AMW    19531003            3.7
AMW    19531004            1.8
AMW    19531005            0.0
AMW    19531006            0.0
AMW    19531007            0.0
AMW    19531008            0.0
AMW    19531009            0.0
AMW    19531010            0.0
AMW    19531011            0.0
AMW    19531012            0.0
AMW    19531013            0.0
AMW    19531014            0.8
AMW    19531015            4.0
AMW    19531016            1.1
AMW    19531017            0.0
AMW    19531018            0.0
AMW    19531019            0.0
AMW    19531020            0.0
AMW    19531021            0.0
AMW    19531022            0.0
AMW    19531023            0.0
AMW    19531024            0.7
AMW    19531025           14.8
AMW    19531026            0.0
AMW    19531027            0.0
AMW    19531028            0.6
AMW    19531029           17.5
AMW    19531030            0.0
AMW    19531031            0.0
AMW    19531101            0.0
AMW    19531102            0.0
AMW    19531103            4.7
AMW    19531104            0.0
AMW    19531105            4.8
AMW    19531106            7.0
AMW    19531107            0.0
AMW    19531108            0.0
AMW    19531109            0.0
AMW    19531110            0.0
AMW    19531111            0.0
AMW    19531112            0.0
AMW    19531113            0.0
AMW    19531114            0.0
AMW    19531115            0.0
AMW    19531116            0.0
AMW    19531117            0.0
AMW    19531118            0.0
AMW    19531119            0.0
AMW    19531120            0.0
AMW    19531121            0.0
AMW    19531122            0.0
AMW    19531123            0.0
AMW    19531124            0.0
AMW    19531125            0.0
AMW    19531126            0.0
AMW    19531127            0.0
AMW    19531128            0.0
AMW    19531129            0.0
AMW    19531130            0.0
AMW    19531201            0.0
AMW    19531202            0.0
AMW    19531203            0.0
AMW    19531204            0.0
AMW    19531205            0.0
AMW    19531206            0.0
AMW    19531207            0.0
AMW    19531208            0.0
AMW    19531209            0.0
AMW    19531210            2.1
AMW    19531211            0.2
AMW    19531212            0.0
AMW    19531213            0.0
AMW    19531214            0.0
AMW    19531215            0.0
AMW    19531216            0.0
AMW    19531217            0.0
AMW    19531218            0.0
AMW    19531219            3.7
AMW    19531220            2.4
AMW    19531221            0.0
AMW    19531222            0.4
AMW    19531223            2.0
AMW    19531224            0.0
AMW    19531225            0.1
AMW    19531226            3.0
AMW    19531227            0.6
AMW    19531228            1.2
AMW    19531229            5.3
AMW    19531230            0.0
AMW    19531231            0.0
AMW    19540101            0.0
AMW    19540102            0.0
AMW    19540103            5.4
AMW    19540104            0.0
AMW    19540105            0.0
AMW    19540106            1.3
AMW    19540107            3.0
AMW    19540108            2.8
AMW    19540109            8.0
AMW    19540110            3.0
AMW    19540111           12.1
AMW    19540112            0.2
AMW    19540113            9.9
AMW    19540114            3.0
AMW    19540115            1.0
AMW    19540116            0.5
AMW    19540117            0.0
AMW    19540118            2.4
AMW    19540119            0.0
AMW    19540120            4.3
AMW    19540121           10.0
AMW    19540122            0.0
AMW    19540123            0.0
AMW    19540124            0.0
AMW    19540125            0.0
AMW    19540126            0.6
AMW    19540127            0.4
AMW    19540128            0.0
AMW    19540129            5.6
AMW    19540130            1.0
AMW    19540131            0.0
AMW    19540201            0.0
AMW    19540202            0.0
AMW    19540203            0.0
AMW    19540204            0.0
AMW    19540205            0.0
AMW    19540206            0.0
AMW    19540207            0.0
AMW    19540208            0.5
AMW    19540209            5.0
AMW    19540210            5.9
AMW    19540211            7.8
AMW    19540212            0.0
AMW    19540213            0.0
AMW    19540214            0.0
AMW    19540215            0.6
AMW    19540216            1.6
AMW    19540217            1.8
AMW    19540218            0.0
AMW    19540219            0.0
AMW    19540220            0.0
AMW    19540221            0.0
AMW    19540222            0.0
AMW    19540223            0.0
AMW    19540224            0.0
AMW    19540225            0.0
AMW    19540226           16.7
AMW    19540227           13.2
AMW    19540228            4.8
AMW    19540301            0.0
AMW    19540302            0.0
AMW    19540303            0.0
AMW    19540304            2.6
AMW    19540305            0.8
AMW    19540306            0.3
AMW    19540307            0.0
AMW    19540308            0.0
AMW    19540309            0.0
AMW    19540310            0.0
AMW    19540311            0.0
AMW    19540312            0.0
AMW    19540313            0.0
AMW    19540314            0.0
AMW    19540315            0.0
AMW    19540316            0.0
AMW    19540317            0.0
AMW    19540318            0.7
AMW    19540319            0.6
AMW    19540320            0.0
AMW    19540321            0.0
AMW    19540322            0.0
AMW    19540323            0.0
AMW    19540324            0.0
AMW    19540325            0.0
AMW    19540326            0.0
AMW    19540327            0.0
AMW    19540328            0.0
AMW    19540329            0.0
AMW    19540330            0.0
AMW    19540331            1.1
AMW    19540401            7.3
AMW    19540402            9.0
AMW    19540403            1.8
AMW    19540404            0.0
AMW    19540405           13.5
AMW    19540406            5.0
AMW    19540407            0.2
AMW    19540408            2.6
AMW    19540409            0.0
AMW    19540410            0.0
AMW    19540411            0.0
AMW    19540412            0.0
AMW    19540413            0.0
AMW    19540414            0.0
AMW    19540415            4.0
AMW    19540416            7.5
AMW    19540417            1.5
AMW    19540418            2.3
AMW    19540419            5.5
AMW    19540420            0.0
AMW    19540421            0.0
AMW    19540422            0.0
AMW    19540423            0.0
AMW    19540424            0.0
AMW    19540425            5.3
AMW    19540426            1.7
AMW    19540427            0.0
AMW    19540428            0.0
AMW    19540429            0.0
AMW    19540430            0.7
AMW    19540501            3.5
AMW    19540502            4.7
AMW    19540503            2.4
AMW    19540504            0.0
AMW    19540505            0.9
AMW    19540506            3.5
AMW    19540507            0.0
AMW    19540508            0.0
AMW    19540509            0.0
AMW    19540510            0.0
AMW    19540511            0.0
AMW    19540512            0.0
AMW    19540513            0.0
AMW    19540514            0.0
AMW    19540515            0.0
AMW    19540516            0.0
AMW    19540517           39.9
AMW    19540518           15.0
AMW    19540519            1.9
AMW    19540520            4.5
AMW    19540521            0.1
AMW    19540522            4.9
AMW    19540523            3.3
AMW    19540524            0.0
AMW    19540525            0.0
AMW    19540526            0.0
AMW    19540527            0.0
AMW    19540528            0.0
AMW    19540529            9.2
AMW    19540530            0.0
AMW    19540531            0.3
AMW    19540601            0.0
AMW    19540602            5.0
AMW    19540603            0.0
AMW    19540604            3.1
AMW    19540605            0.5
AMW    19540606            9.8
AMW    19540607            0.0
AMW    19540608            0.0
AMW    19540609            4.9
AMW    19540610            1.1
AMW    19540611            2.5
AMW    19540612            0.2
AMW    19540613            4.8
AMW    19540614           11.6
AMW    19540615            0.0
AMW    19540616            3.0
AMW    19540617            0.5
AMW    19540618            0.0
AMW    19540619            0.0
AMW    19540620            0.0
AMW    19540621           17.6
AMW    19540622            1.3
AMW    19540623            1.4
AMW    19540624            0.0
AMW    19540625            0.0
AMW    19540626            0.0
AMW    19540627            5.6
AMW    19540628            3.6
AMW    19540629            3.2
AMW    19540630            3.9
AMW    19540701           59.0
AMW    19540702            0.4
AMW    19540703            0.0
AMW    19540704           11.0
AMW    19540705            0.2
AMW    19540706            3.8
AMW    19540707            6.0
AMW    19540708            0.4
AMW    19540709           22.5
AMW    19540710           25.6
AMW    19540711            0.2
AMW    19540712            3.0
AMW    19540713            0.0
AMW    19540714           25.9
AMW    19540715            0.3
AMW    19540716            0.2
AMW    19540717            1.3
AMW    19540718            2.3
AMW    19540719            3.4
AMW    19540720            0.0
AMW    19540721            0.0
AMW    19540722            0.0
AMW    19540723            0.0
AMW    19540724            0.0
AMW    19540725            0.0
AMW    19540726            0.0
AMW    19540727            0.0
AMW    19540728            0.0
AMW    19540729            0.9
AMW    19540730            3.6
AMW    19540731            0.5
AMW    19540801            0.0
AMW    19540802            0.0
AMW    19540803            0.0
AMW    19540804            0.0
AMW    19540805            0.0
AMW    19540806           19.6
AMW    19540807            0.9
AMW    19540808            0.0
AMW    19540809           17.3
AMW    19540810            0.9
AMW    19540811            0.0
AMW    19540812            0.8
AMW    19540813            0.1
AMW    19540814           25.8
AMW    19540815            1.8
AMW    19540816            4.2
AMW    19540817            0.0
AMW    19540818            0.0
AMW    19540819            3.0
AMW    19540820           24.8
AMW    19540821           44.0
AMW    19540822            8.0
AMW    19540823            1.9
AMW    19540824            0.3
AMW    19540825            5.7
AMW    19540826            5.6
AMW    19540827            0.2
AMW    19540828            0.0
AMW    19540829            0.0
AMW    19540830            0.0
AMW    19540831            0.0
AMW    19540901            0.0
AMW    19540902            5.5
AMW    19540903            0.0
AMW    19540904            0.0
AMW    19540905           16.7
AMW    19540906            0.0
AMW    19540907            4.4
AMW    19540908            0.8
AMW    19540909            0.0
AMW    19540910            0.4
AMW    19540911            1.9
AMW    19540912            4.8
AMW    19540913            0.2
AMW    19540914            9.5
AMW    19540915           10.1
AMW    19540916            3.3
AMW    19540917            6.9
AMW    19540918            0.1
AMW    19540919            1.0
AMW    19540920           20.9
AMW    19540921            0.9
AMW    19540922            0.0
AMW    19540923            0.0
AMW    19540924            0.0
AMW    19540925            3.3
AMW    19540926            6.4
AMW    19540927           23.0
AMW    19540928           18.0
AMW    19540929            5.5
AMW    19540930            2.4
AMW    19541001            1.5
AMW    19541002            0.0
AMW    19541003            0.9
AMW    19541004            2.3
AMW    19541005            0.0
AMW    19541006           10.5
AMW    19541007            6.9
AMW    19541008            0.0
AMW    19541009            0.0
AMW    19541010            0.0
AMW    19541011            0.0
AMW    19541012            0.0
AMW    19541013            0.0
AMW    19541014            0.0
AMW    19541015            0.0
AMW    19541016            0.0
AMW    19541017            0.0
AMW    19541018            0.0
AMW    19541019           13.7
AMW    19541020            0.0
AMW    19541021            0.9
AMW    19541022            0.0
AMW    19541023            0.0
AMW    19541024            3.6
AMW    19541025            1.1
AMW    19541026            0.0
AMW    19541027            5.2
AMW    19541028            0.0
AMW    19541029            0.0
AMW    19541030            4.6
AMW    19541031            0.0
AMW    19541101            0.0
AMW    19541102            0.2
AMW    19541103            1.3
AMW    19541104            0.0
AMW    19541105            0.0
AMW    19541106            0.0
AMW    19541107            3.4
AMW    19541108            3.6
AMW    19541109            3.3
AMW    19541110            0.5
AMW    19541111            0.4
AMW    19541112            0.0
AMW    19541113            1.9
AMW    19541114            0.0
AMW    19541115            1.0
AMW    19541116            0.0
AMW    19541117            0.1
AMW    19541118            1.7
AMW    19541119            0.0
AMW    19541120            0.0
AMW    19541121            0.0
AMW    19541122            0.0
AMW    19541123            0.0
AMW    19541124            0.0
AMW    19541125            0.0
AMW    19541126            0.6
AMW    19541127            2.0
AMW    19541128            4.8
AMW    19541129            0.0
AMW    19541130            7.2
AMW    19541201            0.0
AMW    19541202            0.0
AMW    19541203            0.0
AMW    19541204            2.0
AMW    19541205            3.5
AMW    19541206            1.0
AMW    19541207           10.8
AMW    19541208            0.0
AMW    19541209           10.0
AMW    19541210            5.6
AMW    19541211            0.6
AMW    19541212            2.5
AMW    19541213            3.5
AMW    19541214            2.2
AMW    19541215            8.3
AMW    19541216            0.0
AMW    19541217            0.0
AMW    19541218            0.0
AMW    19541219            0.0
AMW    19541220            0.0
AMW    19541221            0.9
AMW    19541222            9.1
AMW    19541223           12.1
AMW    19541224            0.0
AMW    19541225            3.3
AMW    19541226            0.4
AMW    19541227            0.0
AMW    19541228            0.0
AMW    19541229            0.0
AMW    19541230            0.0
AMW    19541231            0.0
AMW    19550101            0.0
AMW    19550102            0.0
AMW    19550103            0.0
AMW    19550104            0.0
AMW    19550105            0.0
AMW    19550106            0.0
AMW    19550107            0.0
AMW    19550108            0.0
AMW    19550109            2.9
AMW    19550110            1.7
AMW    19550111           18.8
AMW    19550112           20.1
AMW    19550113           21.0
AMW    19550114           13.1
AMW    19550115            0.5
AMW    19550116            6.9
AMW    19550117           10.2
AMW    19550118            4.6
AMW    19550119            0.0
AMW    19550120            0.0
AMW    19550121            1.0
AMW    19550122            2.4
AMW    19550123            0.0
AMW    19550124            0.0
AMW    19550125            0.0
AMW    19550126            0.0
AMW    19550127            0.0
AMW    19550128            0.0
AMW    19550129            0.0
AMW    19550130            0.0
AMW    19550131            0.0
AMW    19550201            0.0
AMW    19550202            2.0
AMW    19550203            5.1
AMW    19550204            1.5
AMW    19550205            8.5
AMW    19550206            3.3
AMW    19550207            5.4
AMW    19550208           20.7
AMW    19550209            2.2
AMW    19550210           11.0
AMW    19550211            0.0
AMW    19550212            0.0
AMW    19550213            3.4
AMW    19550214            0.0
AMW    19550215            0.8
AMW    19550216            1.2
AMW    19550217            9.0
AMW    19550218            4.2
AMW    19550219            1.4
AMW    19550220            0.3
AMW    19550221            8.0
AMW    19550222            6.8
AMW    19550223            0.0
AMW    19550224            0.0
AMW    19550225            0.0
AMW    19550226            0.0
AMW    19550227            0.0
AMW    19550228            0.0
AMW    19550301            0.0
AMW    19550302            0.0
AMW    19550303            0.0
AMW    19550304            0.0
AMW    19550305            1.7
AMW    19550306            1.0
AMW    19550307            1.0
AMW    19550308            0.0
AMW    19550309            0.0
AMW    19550310            0.0
AMW    19550311            0.8
AMW    19550312            0.0
AMW    19550313            0.0
AMW    19550314            0.0
AMW    19550315            0.0
AMW    19550316            0.0
AMW    19550317           13.5
AMW    19550318            0.5
AMW    19550319            1.5
AMW    19550320            0.0
AMW    19550321            0.7
AMW    19550322            0.4
AMW    19550323            1.9
AMW    19550324            0.0
AMW    19550325            0.0
AMW    19550326            9.8
AMW    19550327           14.0
AMW    19550328            9.3
AMW    19550329            5.5
AMW    19550330            0.0
AMW    19550331            0.0
AMW    19550401            0.0
AMW    19550402            0.0
AMW    19550403            0.0
AMW    19550404            3.8
AMW    19550405            0.8
AMW    19550406            0.0
AMW    19550407            6.5
AMW    19550408           11.7
AMW    19550409            5.9
AMW    19550410            4.9
AMW    19550411            1.8
AMW    19550412            0.0
AMW    19550413            0.0
AMW    19550414            1.6
AMW    19550415            2.5
AMW    19550416            1.6
AMW    19550417            0.0
AMW    19550418            0.0
AMW    19550419            0.0
AMW    19550420            0.0
AMW    19550421            0.0
AMW    19550422            0.0
AMW    19550423            0.0
AMW    19550424            0.0
AMW    19550425            0.0
AMW    19550426            0.2
AMW    19550427            0.0
AMW    19550428            0.0
AMW    19550429            0.0
AMW    19550430            0.0
AMW    19550501            0.8
AMW    19550502            6.5
AMW    19550503            0.2
AMW    19550504            0.0
AMW    19550505            0.0
AMW    19550506           14.7
AMW    19550507            0.0
AMW    19550508            0.0
AMW    19550509            0.0
AMW    19550510            2.6
AMW    19550511           16.2
AMW    19550512            0.0
AMW    19550513            0.0
AMW    19550514            5.7
AMW    19550515            4.8
AMW    19550516            0.0
AMW    19550517            8.2
AMW    19550518            4.3
AMW    19550519            0.3
AMW    19550520            0.0
AMW    19550521            5.9
AMW    19550522            0.0
AMW    19550523            0.0
AMW    19550524            0.0
AMW    19550525            0.0
AMW    19550526            2.3
AMW    19550527           20.0
AMW    19550528            9.5
AMW    19550529            0.9
AMW    19550530            0.0
AMW    19550531            0.0
AMW    19550601            2.0
AMW    19550602            2.3
AMW    19550603            2.0
AMW    19550604            4.5
AMW    19550605            1.4
AMW    19550606            0.0
AMW    19550607           26.2
AMW    19550608            0.0
AMW    19550609            0.0
AMW    19550610            1.6
AMW    19550611            6.2
AMW    19550612           10.7
AMW    19550613            0.0
AMW    19550614            0.0
AMW    19550615            0.0
AMW    19550616            0.0
AMW    19550617            0.0
AMW    19550618            0.5
AMW    19550619            0.5
AMW    19550620            4.5
AMW    19550621            0.4
AMW    19550622            3.3
AMW    19550623            0.0
AMW    19550624            0.0
AMW    19550625            0.0
AMW    19550626           14.5
AMW    19550627            4.3
AMW    19550628            0.0
AMW    19550629            0.2
AMW    19550630            6.1
AMW    19550701            0.0
AMW    19550702            0.3
AMW    19550703           18.9
AMW    19550704            3.7
AMW    19550705            0.7
AMW    19550706            1.1
AMW    19550707           14.4
AMW    19550708            3.9
AMW    19550709            0.0
AMW    19550710            0.0
AMW    19550711            0.0
AMW    19550712            1.1
AMW    19550713           10.0
AMW    19550714            5.8
AMW    19550715            0.5
AMW    19550716            0.0
AMW    19550717            0.0
AMW    19550718            2.4
AMW    19550719            0.3
AMW    19550720           15.1
AMW    19550721           11.9
AMW    19550722           14.5
AMW    19550723            0.0
AMW    19550724            0.0
AMW    19550725            0.0
AMW    19550726            0.0
AMW    19550727            2.8
AMW    19550728           23.8
AMW    19550729           59.8
AMW    19550730            0.0
AMW    19550731            0.0
AMW    19550801            0.1
AMW    19550802            0.3
AMW    19550803            8.0
AMW    19550804            7.0
AMW    19550805            0.0
AMW    19550806            0.0
AMW    19550807           22.0
AMW    19550808            0.1
AMW    19550809            2.4
AMW    19550810            0.0
AMW    19550811            0.0
AMW    19550812            3.6
AMW    19550813            1.7
AMW    19550814            1.7
AMW    19550815           12.6
AMW    19550816            0.0
AMW    19550817            0.0
AMW    19550818            0.0
AMW    19550819            0.6
AMW    19550820            0.0
AMW    19550821            0.0
AMW    19550822            0.0
AMW    19550823            0.0
AMW    19550824            0.0
AMW    19550825            0.0
AMW    19550826            0.0
AMW    19550827            4.1
AMW    19550828            1.4
AMW    19550829            0.0
AMW    19550830           12.4
AMW    19550831            9.8
AMW    19550901            2.6
AMW    19550902            0.0
AMW    19550903            0.0
AMW    19550904            7.9
AMW    19550905            2.8
AMW    19550906           13.3
AMW    19550907            0.8
AMW    19550908            0.0
AMW    19550909            8.8
AMW    19550910           15.4
AMW    19550911            0.5
AMW    19550912            0.0
AMW    19550913            3.9
AMW    19550914            5.6
AMW    19550915            3.0
AMW    19550916            0.0
AMW    19550917            0.0
AMW    19550918            0.0
AMW    19550919            0.0
AMW    19550920            0.0
AMW    19550921            0.0
AMW    19550922            0.0
AMW    19550923            0.0
AMW    19550924            0.0
AMW    19550925            0.0
AMW    19550926            6.2
AMW    19550927            5.2
AMW    19550928            9.9
AMW    19550929            0.0
AMW    19550930            0.0
AMW    19551001            0.0
AMW    19551002            0.0
AMW    19551003            0.0
AMW    19551004            4.5
AMW    19551005            8.7
AMW    19551006            2.5
AMW    19551007            1.1
AMW    19551008            0.0
AMW    19551009            0.0
AMW    19551010            0.0
AMW    19551011            0.0
AMW    19551012            0.0
AMW    19551013            0.0
AMW    19551014            0.0
AMW    19551015            1.3
AMW    19551016            1.0
AMW    19551017            0.6
AMW    19551018            0.0
AMW    19551019            0.0
AMW    19551020            0.0
AMW    19551021            4.2
AMW    19551022            0.0
AMW    19551023            0.0
AMW    19551024            1.0
AMW    19551025            2.0
AMW    19551026            0.0
AMW    19551027            2.6
AMW    19551028            2.3
AMW    19551029            0.0
AMW    19551030            0.0
AMW    19551031            0.0
AMW    19551101            0.0
AMW    19551102            0.0
AMW    19551103            0.0
AMW    19551104            0.0
AMW    19551105            0.0
AMW    19551106            0.0
AMW    19551107            0.0
AMW    19551108            0.0
AMW    19551109            0.0
AMW    19551110            0.0
AMW    19551111            0.0
AMW    19551112            0.0
AMW    19551113            1.1
AMW    19551114            0.0
AMW    19551115            0.0
AMW    19551116            0.0
AMW    19551117            0.0
AMW    19551118            0.0
AMW    19551119            0.0
AMW    19551120            0.0
AMW    19551121            0.0
AMW    19551122            0.0
AMW    19551123            3.2
AMW    19551124            4.5
AMW    19551125            2.9
AMW    19551126            0.0
AMW    19551127            0.0
AMW    19551128            0.0
AMW    19551129            0.0
AMW    19551130            0.0
AMW    19551201            0.0
AMW    19551202            0.0
AMW    19551203            3.5
AMW    19551204            5.5
AMW    19551205            0.0
AMW    19551206            0.0
AMW    19551207            0.0
AMW    19551208            0.0
AMW    19551209            0.0
AMW    19551210            8.5
AMW    19551211           12.4
AMW    19551212            8.0
AMW    19551213            0.0
AMW    19551214            3.5
AMW    19551215            8.1
AMW    19551216            2.1
AMW    19551217            3.2
AMW    19551218            2.5
AMW    19551219            0.0
AMW    19551220            1.1
AMW    19551221            0.2
AMW    19551222            1.0
AMW    19551223            9.9
AMW    19551224           14.0
AMW    19551225            5.1
AMW    19551226            2.5
AMW    19551227            6.3
AMW    19551228            0.7
AMW    19551229            6.2
AMW    19551230            5.6
AMW    19551231            0.9
AMW    19560101            4.0
AMW    19560102            2.7
AMW    19560103            0.0
AMW    19560104            0.0
AMW    19560105            0.0
AMW    19560106            0.0
AMW    19560107            0.0
AMW    19560108            0.0
AMW    19560109            0.0
AMW    19560110            0.7
AMW    19560111            0.0
AMW    19560112            2.9
AMW    19560113            5.0
AMW    19560114            0.0
AMW    19560115            1.4
AMW    19560116            0.0
AMW    19560117            9.5
AMW    19560118            7.0
AMW    19560119            0.0
AMW    19560120            0.0
AMW    19560121            0.0
AMW    19560122            0.0
AMW    19560123            0.0
AMW    19560124            1.1
AMW    19560125            0.0
AMW    19560126           17.8
AMW    19560127            0.0
AMW    19560128            0.0
AMW    19560129           29.0
AMW    19560130           11.2
AMW    19560131            0.0
AMW    19560201            0.0
AMW    19560202            0.0
AMW    19560203            0.0
AMW    19560204            0.0
